07:00,0,0
07:01,124.02,0
07:02,124.02,0
07:03,248.02,0
07:04,247.995,0
07:05,247.97,0
07:06,247.97,0
07:07,247.94,0
07:08,247.925,0
07:09,247.92,0
07:10,247.895,0
07:11,247.92,0
07:12,247.895,0
07:13,247.875,0
07:14,247.895,0
07:15,247.875,0
07:16,247.875,0
07:17,247.875,0
07:18,247.875,0
07:19,247.875,0
07:20,247.895,0
07:21,247.895,0
07:22,247.925,0
07:23,247.92,0
07:24,247.91,0
07:25,247.875,0
07:26,247.875,0
07:27,247.875,0
07:28,247.875,0
07:29,247.875,0
07:30,247.875,0
07:31,247.9,200
07:32,247.875,0
07:33,247.88,900
07:34,247.855,0
07:35,247.855,0
07:36,247.88,0
07:37,247.9,800
07:38,247.855,0
07:39,247.83,0
07:40,247.805,0
07:41,247.805,0
07:42,247.83,500
07:43,247.82,0
07:44,247.785,0
07:45,247.81,0
07:46,247.81,0
07:47,247.81,0
07:48,247.81,0
07:49,247.81,0
07:50,247.785,0
07:51,247.785,0
07:52,247.785,0
07:53,247.81,0
07:54,247.81,0
07:55,247.785,0
07:56,247.785,0
07:57,247.785,0
07:58,247.785,0
07:59,247.81,0
08:00,247.835,0
08:01,247.835,0
08:02,247.835,0
08:03,247.86,0
08:04,247.86,0
08:05,247.86,0
08:06,247.86,0
08:07,247.86,0
08:08,247.91,0
08:09,247.91,0
08:10,247.91,0
08:11,247.91,0
08:12,247.885,0
08:13,247.885,0
08:14,247.885,0
08:15,247.885,0
08:16,247.855,0
08:17,247.855,0
08:18,247.875,0
08:19,247.88,4000
08:20,247.865,0
08:21,247.87,0
08:22,247.885,0
08:23,247.86,0
08:24,247.86,0
08:25,247.86,0
08:26,247.86,0
08:27,247.86,0
08:28,247.86,0
08:29,247.85,0
08:30,247.89,0
08:31,247.885,0
08:32,247.875,0
08:33,247.89,4
08:34,247.855,0
08:35,247.855,0
08:36,247.865,0
08:37,247.865,0
08:38,247.865,0
08:39,247.86,0
08:40,247.86,500
08:41,247.875,0
08:42,247.89,0
08:43,247.895,0
08:44,247.89,0
08:45,247.945,0
08:46,247.945,0
08:47,247.96,1000
08:48,247.95,1000
08:49,247.945,0
08:50,247.96,0
08:51,247.95,0
08:52,247.95,1000
08:53,247.92,0
08:54,247.915,0
08:55,247.915,0
08:56,247.92,500
08:57,247.91,0
08:58,247.9,0
08:59,247.915,0
09:00,247.93,1050
09:01,247.965,0
09:02,247.965,0
09:03,247.965,0
09:04,247.98,925
09:05,247.98,75
09:06,248,3000
09:07,248,0
09:08,248,0
09:09,248.01,1530
09:10,248,0
09:11,247.975,0
09:12,247.98,0
09:13,247.985,0
09:14,247.975,0
09:15,247.99,1000
09:16,247.99,1000
09:17,247.98,0
09:18,247.995,0
09:19,248.01,40
09:20,247.995,0
09:21,247.99,0
09:22,247.985,0
09:23,247.99,0
09:24,248.015,0
09:25,248.01,0
09:26,247.99,500
09:27,248.01,0
09:28,248.035,0
09:29,248.02,4100
09:30,248.11,24247
09:31,248.17,23822
09:32,248.21,14197
09:33,248.3,19396
09:34,248.33,8290
09:35,248.31,11672
09:36,248.29,12414
09:37,248.29,6634
09:38,248.36,10642
09:39,248.43,18902
09:40,248.49,18086
09:41,248.47,10960
09:42,248.49,13429
09:43,248.53,11702
09:44,248.53,5822
09:45,248.49,6079
09:46,248.46,7693
09:47,248.46,11725
09:48,248.52,7374
09:49,248.51,6782
09:50,248.52,4804
09:51,248.5,6092
09:52,248.56,7838
09:53,248.56,6365
09:54,248.58,2356
09:55,248.6,8827
09:56,248.6,10213
09:57,248.59,7312
09:58,248.57,7560
09:59,248.53,6340
10:00,248.541,6026
10:01,248.64,8607
10:02,248.65,4941
10:03,248.65,10039
10:04,248.66,2589
10:05,248.67,5596
10:06,248.74,9358
10:07,248.73,10361
10:08,248.71,5359
