07:00,0,0
07:01,5124.29,0
07:02,5124.29,0
07:03,248.6,0
07:04,248.625,0
07:05,248.625,0
07:06,248.6,0
07:07,248.62,0
07:08,248.605,0
07:09,248.585,0
07:10,248.61,0
07:11,248.61,0
07:12,248.585,0
07:13,248.585,0
07:14,248.58,500
07:15,248.585,0
07:16,248.595,0
07:17,248.57,0
07:18,248.565,0
07:19,248.575,0
07:20,248.555,0
07:21,248.565,0
07:22,248.59,0
07:23,248.565,0
07:24,248.565,0
07:25,248.565,0
07:26,248.59,0
07:27,248.59,0
07:28,248.605,0
07:29,248.625,0
07:30,248.645,0
07:31,248.645,0
07:32,248.665,0
07:33,248.685,0
07:34,248.685,0
07:35,248.655,0
07:36,248.655,0
07:37,248.68,500
07:38,248.665,0
07:39,248.69,0
07:40,248.665,0
07:41,248.665,0
07:42,248.645,0
07:43,248.695,0
07:44,248.715,0
07:45,248.715,0
07:46,248.745,0
07:47,248.745,0
07:48,248.765,0
07:49,248.765,0
07:50,248.79,500
07:51,248.795,0
07:52,248.795,0
07:53,248.8,400
07:54,248.805,0
07:55,248.78,0
07:56,248.785,0
07:57,248.785,0
07:58,248.755,0
07:59,248.755,0
08:00,248.735,0
08:01,248.73,0
08:02,248.735,0
08:03,248.74,0
08:04,248.765,0
08:05,248.765,0
08:06,248.79,100
08:07,248.765,0
08:08,248.79,500
08:09,248.82,1125
08:10,248.775,0
08:11,248.775,0
08:12,248.79,900
08:13,248.75,0
08:14,248.755,0
08:15,248.755,0
08:16,248.765,0
08:17,248.75,0
08:18,248.77,15
08:19,248.725,0
08:20,248.725,0
08:21,248.725,0
08:22,248.715,0
08:23,248.725,0
08:24,248.725,0
08:25,248.7,0
08:26,248.72,200
08:27,248.72,100
08:28,248.7,0
08:29,0,0
08:30,248.63,400
08:31,248.625,0
08:32,248.675,0
08:33,248.64,0
08:34,248.66,59
08:35,248.645,0
08:36,248.71,0
08:37,248.69,1050
08:38,248.66,0
08:39,248.66,0
08:40,248.69,1000
08:41,248.665,0
08:42,248.69,0
08:43,248.715,0
08:44,248.715,0
08:45,248.715,0
08:46,248.685,0
08:47,248.7,500
08:48,248.69,400
08:49,248.66,1000
08:50,248.66,225
08:51,248.63,100
08:52,248.625,0
08:53,248.625,0
08:54,248.57,0
08:55,248.61,100
08:56,248.575,0
08:57,248.6,0
08:58,248.6,0
08:59,248.61,1100
09:00,248.63,0
09:01,248.55,0
09:02,248.51,400
09:03,248.5,0
09:04,248.53,75
09:05,248.51,1041
09:06,248.525,0
09:07,248.545,0
09:08,248.55,100
09:09,248.55,51
09:10,248.515,0
09:11,248.51,2000
09:12,248.5,0
09:13,248.545,0
09:14,248.535,0
09:15,248.55,42
09:16,248.5,0
09:17,248.48,0
09:18,248.47,1000
09:19,248.48,7500
09:20,248.51,0
09:21,248.495,0
09:22,248.495,0
09:23,248.495,0
09:24,248.545,0
09:25,248.58,500
09:26,248.58,8000
09:27,248.64,7500
09:28,248.73,9100
09:29,248.71,4250
09:30,248.77,30973
09:31,248.79,49080
09:32,248.76,31339
09:33,248.81,15445
09:34,248.78,14812
09:35,248.75,23240
09:36,248.78,12151
09:37,248.75,8251
09:38,248.74,7789
09:39,248.74,6343
09:40,248.76,6470
09:41,248.72,16525
09:42,248.73,9418
09:43,248.7,9834
09:44,248.72,7400
09:45,248.73,9019
09:46,248.73,6380
09:47,248.79,8104
09:48,248.78,11083
09:49,248.79,7635
09:50,248.731,4576
09:51,248.77,9060
09:52,248.81,9929
09:53,248.79,14103
09:54,248.8,5212
09:55,248.79,6140
09:56,248.76,9013
09:57,248.75,6786
09:58,248.68,6244
09:59,248.65,4484
10:00,248.679,4066
10:01,248.69,3306
10:02,248.67,2799
10:03,248.69,1609
10:04,248.73,6854
10:05,248.66,3712
10:06,248.59,5316
10:07,248.619,6053
10:08,248.62,4873
10:09,248.64,3601
10:10,248.66,6480
10:11,248.63,2853
10:12,248.63,2014
10:13,248.6,12610
10:14,248.61,5069
10:15,248.69,8210
10:16,248.7,4491
10:17,248.75,2409
10:18,248.76,10590
10:19,248.78,2450
10:20,248.79,1800
10:21,248.75,1300
10:22,248.76,2420
10:23,248.74,2309
10:24,248.76,1536
10:25,248.75,3111
10:26,248.76,3305
10:27,248.79,2373
10:28,248.78,7891
10:29,248.77,2521
